ev_id,toa,tod,i_soc,d_soc,dos,max_battery_capacity,day,date,toa_hr,tod_hr,unique_ev
V401,2024-12-25 18:50:00,2024-12-25 23:44:00,29,80,0 days 04:54:00,81,2,2024-12-25,2024-12-25 18:00:00,2024-12-25 23:00:00,V401_2024-12-25
V402,2024-12-25 18:17:00,2024-12-26 20:16:00,49,80,1 days 01:59:00,58,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 20:00:00,V402_2024-12-25
V403,2024-12-25 20:54:00,2024-12-27 20:54:00,26,80,3 days 11:30:00,53,2,2024-12-25,2024-12-25 20:00:00,2024-12-27 20:00:00,V403_2024-12-25
V404,2024-12-25 18:48:00,2024-12-27 18:48:00,44,80,3 days 21:50:00,90,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 18:00:00,V404_2024-12-25
V405,2024-12-25 16:03:00,2024-12-26 15:34:00,12,80,0 days 23:31:00,86,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 15:00:00,V405_2024-12-25
V406,2024-12-25 16:50:00,2024-12-27 06:24:00,35,80,1 days 13:34:00,49,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 06:00:00,V406_2024-12-25
V407,2024-12-25 19:58:00,2024-12-27 19:58:00,26,80,3 days 11:01:00,47,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 19:00:00,V407_2024-12-25
V408,2024-12-25 17:23:00,2024-12-26 08:44:00,53,80,0 days 15:21:00,86,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 08:00:00,V408_2024-12-25
V409,2024-12-25 21:01:00,2024-12-25 23:09:00,59,80,0 days 02:08:00,51,2,2024-12-25,2024-12-25 21:00:00,2024-12-25 23:00:00,V409_2024-12-25
V410,2024-12-25 17:20:00,2024-12-27 17:20:00,49,80,2 days 19:44:00,100,2,2024-12-25,2024-12-25 17:00:00,2024-12-27 17:00:00,V410_2024-12-25
V411,2024-12-25 22:21:00,2024-12-27 22:21:00,59,80,2 days 02:39:00,84,2,2024-12-25,2024-12-25 22:00:00,2024-12-27 22:00:00,V411_2024-12-25
V412,2024-12-25 17:14:00,2024-12-26 22:05:00,59,80,1 days 04:51:00,67,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 22:00:00,V412_2024-12-25
V413,2024-12-25 18:01:00,2024-12-27 18:01:00,24,80,2 days 17:58:00,99,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 18:00:00,V413_2024-12-25
V414,2024-12-25 15:42:00,2024-12-25 19:19:00,39,80,0 days 03:37:00,79,2,2024-12-25,2024-12-25 15:00:00,2024-12-25 19:00:00,V414_2024-12-25
V415,2024-12-25 15:25:00,2024-12-27 15:25:00,47,80,3 days 14:46:00,78,2,2024-12-25,2024-12-25 15:00:00,2024-12-27 15:00:00,V415_2024-12-25
V416,2024-12-25 17:40:00,2024-12-26 23:48:00,45,80,1 days 06:08:00,76,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 23:00:00,V416_2024-12-25
V417,2024-12-25 18:01:00,2024-12-27 18:01:00,37,80,2 days 10:17:00,62,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 18:00:00,V417_2024-12-25
V418,2024-12-25 17:58:00,2024-12-26 02:54:00,58,80,0 days 08:56:00,88,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 02:00:00,V418_2024-12-25
V419,2024-12-25 16:30:00,2024-12-27 16:13:00,15,80,1 days 23:43:00,81,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 16:00:00,V419_2024-12-25
V420,2024-12-25 17:35:00,2024-12-26 14:53:00,48,80,0 days 21:18:00,84,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 14:00:00,V420_2024-12-25
V421,2024-12-25 16:41:00,2024-12-25 22:23:00,57,80,0 days 05:42:00,91,2,2024-12-25,2024-12-25 16:00:00,2024-12-25 22:00:00,V421_2024-12-25
V422,2024-12-25 18:59:00,2024-12-27 18:59:00,54,80,2 days 10:05:00,47,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 18:00:00,V422_2024-12-25
V423,2024-12-25 19:00:00,2024-12-27 00:40:00,49,80,1 days 05:40:00,78,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 00:00:00,V423_2024-12-25
V424,2024-12-25 18:40:00,2024-12-27 18:40:00,45,80,2 days 16:01:00,58,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 18:00:00,V424_2024-12-25
V425,2024-12-25 19:13:00,2024-12-26 23:24:00,33,80,1 days 04:11:00,79,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 23:00:00,V425_2024-12-25
V426,2024-12-25 22:38:00,2024-12-27 22:38:00,47,80,2 days 14:28:00,86,2,2024-12-25,2024-12-25 22:00:00,2024-12-27 22:00:00,V426_2024-12-25
V427,2024-12-25 18:39:00,2024-12-27 18:39:00,23,80,2 days 18:15:00,59,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 18:00:00,V427_2024-12-25
V428,2024-12-25 16:12:00,2024-12-27 09:18:00,35,80,1 days 17:06:00,96,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 09:00:00,V428_2024-12-25
V429,2024-12-25 16:17:00,2024-12-27 16:17:00,59,80,3 days 11:35:00,78,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 16:00:00,V429_2024-12-25
V430,2024-12-25 00:00:00,2024-12-25 22:46:00,25,80,0 days 22:46:00,41,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 22:00:00,V430_2024-12-25
V431,2024-12-25 00:00:00,2024-12-25 04:10:00,32,80,0 days 04:10:00,43,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 04:00:00,V431_2024-12-25
V432,2024-12-25 00:00:00,2024-12-27 00:00:00,53,80,5 days 04:58:00,83,2,2024-12-25,2024-12-25 00:00:00,2024-12-27 00:00:00,V432_2024-12-25
V433,2024-12-25 00:00:00,2024-12-26 11:12:00,46,80,1 days 11:12:00,73,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 11:00:00,V433_2024-12-25
V434,2024-12-25 00:00:00,2024-12-25 07:36:00,37,80,0 days 07:36:00,71,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 07:00:00,V434_2024-12-25
V435,2024-12-25 00:00:00,2024-12-25 11:57:00,52,80,0 days 11:57:00,53,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 11:00:00,V435_2024-12-25
V436,2024-12-25 00:00:00,2024-12-27 00:00:00,50,80,3 days 01:40:00,71,2,2024-12-25,2024-12-25 00:00:00,2024-12-27 00:00:00,V436_2024-12-25
V437,2024-12-25 00:00:00,2024-12-27 00:00:00,29,80,2 days 07:01:00,40,2,2024-12-25,2024-12-25 00:00:00,2024-12-27 00:00:00,V437_2024-12-25
V438,2024-12-25 00:00:00,2024-12-25 03:26:00,48,80,0 days 03:26:00,92,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 03:00:00,V438_2024-12-25
V439,2024-12-25 00:00:00,2024-12-25 03:38:00,42,80,0 days 03:38:00,85,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 03:00:00,V439_2024-12-25
V440,2024-12-25 00:00:00,2024-12-25 14:04:00,33,80,0 days 14:04:00,76,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 14:00:00,V440_2024-12-25
V441,2024-12-25 15:59:00,2024-12-27 15:59:00,46,80,3 days 12:37:00,47,2,2024-12-25,2024-12-25 15:00:00,2024-12-27 15:00:00,V441_2024-12-25
V442,2024-12-25 15:05:00,2024-12-26 23:28:00,24,80,1 days 08:23:00,43,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 23:00:00,V442_2024-12-25
V443,2024-12-25 13:46:00,2024-12-26 04:44:00,24,80,0 days 14:58:00,47,2,2024-12-25,2024-12-25 13:00:00,2024-12-26 04:00:00,V443_2024-12-25
V444,2024-12-25 21:13:00,2024-12-27 14:02:00,11,80,1 days 16:49:00,100,2,2024-12-25,2024-12-25 21:00:00,2024-12-27 14:00:00,V444_2024-12-25
V445,2024-12-25 16:40:00,2024-12-27 16:40:00,53,80,3 days 11:11:00,98,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 16:00:00,V445_2024-12-25
V446,2024-12-25 20:49:00,2024-12-27 20:49:00,54,80,4 days 22:10:00,90,2,2024-12-25,2024-12-25 20:00:00,2024-12-27 20:00:00,V446_2024-12-25
V447,2024-12-25 21:14:00,2024-12-26 21:58:00,44,80,1 days 00:44:00,59,2,2024-12-25,2024-12-25 21:00:00,2024-12-26 21:00:00,V447_2024-12-25
V448,2024-12-25 14:49:00,2024-12-27 14:49:00,44,80,2 days 07:58:00,67,2,2024-12-25,2024-12-25 14:00:00,2024-12-27 14:00:00,V448_2024-12-25
V449,2024-12-25 22:54:00,2024-12-27 22:54:00,14,80,3 days 00:07:00,93,2,2024-12-25,2024-12-25 22:00:00,2024-12-27 22:00:00,V449_2024-12-25
V450,2024-12-25 23:47:00,2024-12-27 23:47:00,57,80,5 days 06:59:00,94,2,2024-12-25,2024-12-25 23:00:00,2024-12-27 23:00:00,V450_2024-12-25
V451,2024-12-25 19:35:00,2024-12-27 16:28:00,30,80,1 days 20:53:00,42,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 16:00:00,V451_2024-12-25
V452,2024-12-25 17:16:00,2024-12-25 21:27:00,33,80,0 days 04:11:00,81,2,2024-12-25,2024-12-25 17:00:00,2024-12-25 21:00:00,V452_2024-12-25
V453,2024-12-25 18:42:00,2024-12-27 18:42:00,17,80,5 days 00:39:00,50,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 18:00:00,V453_2024-12-25
V454,2024-12-25 18:30:00,2024-12-27 18:30:00,46,80,2 days 02:07:00,49,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 18:00:00,V454_2024-12-25
V455,2024-12-25 16:58:00,2024-12-27 13:08:00,33,80,1 days 20:10:00,72,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 13:00:00,V455_2024-12-25
V456,2024-12-25 22:24:00,2024-12-26 22:09:00,23,80,0 days 23:45:00,92,2,2024-12-25,2024-12-25 22:00:00,2024-12-26 22:00:00,V456_2024-12-25
V457,2024-12-25 20:11:00,2024-12-26 21:10:00,17,80,1 days 00:59:00,91,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 21:00:00,V457_2024-12-25
V458,2024-12-25 14:11:00,2024-12-27 14:11:00,37,80,3 days 03:17:00,45,2,2024-12-25,2024-12-25 14:00:00,2024-12-27 14:00:00,V458_2024-12-25
V459,2024-12-25 19:27:00,2024-12-27 19:27:00,55,80,2 days 10:35:00,82,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 19:00:00,V459_2024-12-25
V460,2024-12-25 14:11:00,2024-12-27 14:11:00,55,80,2 days 00:44:00,64,2,2024-12-25,2024-12-25 14:00:00,2024-12-27 14:00:00,V460_2024-12-25
V461,2024-12-25 15:43:00,2024-12-26 19:43:00,35,80,1 days 04:00:00,88,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 19:00:00,V461_2024-12-25
V462,2024-12-25 19:56:00,2024-12-27 06:11:00,59,80,1 days 10:15:00,99,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 06:00:00,V462_2024-12-25
V463,2024-12-25 16:10:00,2024-12-27 06:21:00,24,80,1 days 14:11:00,50,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 06:00:00,V463_2024-12-25
V464,2024-12-25 16:19:00,2024-12-26 07:05:00,36,80,0 days 14:46:00,50,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 07:00:00,V464_2024-12-25
V465,2024-12-25 20:30:00,2024-12-26 02:59:00,56,80,0 days 06:29:00,49,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 02:00:00,V465_2024-12-25
V466,2024-12-25 18:31:00,2024-12-27 18:31:00,30,80,2 days 03:57:00,64,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 18:00:00,V466_2024-12-25
V467,2024-12-25 14:51:00,2024-12-27 01:23:00,51,80,1 days 10:32:00,54,2,2024-12-25,2024-12-25 14:00:00,2024-12-27 01:00:00,V467_2024-12-25
V468,2024-12-25 15:36:00,2024-12-26 22:38:00,31,80,1 days 07:02:00,97,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 22:00:00,V468_2024-12-25
V469,2024-12-25 18:26:00,2024-12-27 18:26:00,34,80,2 days 21:39:00,52,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 18:00:00,V469_2024-12-25
V470,2024-12-25 19:34:00,2024-12-27 07:15:00,40,80,1 days 11:41:00,76,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 07:00:00,V470_2024-12-25
V471,2024-12-25 13:41:00,2024-12-27 13:41:00,38,80,2 days 04:32:00,94,2,2024-12-25,2024-12-25 13:00:00,2024-12-27 13:00:00,V471_2024-12-25
V472,2024-12-25 19:51:00,2024-12-27 19:51:00,19,80,2 days 18:48:00,55,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 19:00:00,V472_2024-12-25
V473,2024-12-25 00:00:00,2024-12-25 08:11:00,41,80,0 days 08:11:00,84,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 08:00:00,V473_2024-12-25
V474,2024-12-25 00:00:00,2024-12-27 00:00:00,43,80,2 days 12:46:00,99,2,2024-12-25,2024-12-25 00:00:00,2024-12-27 00:00:00,V474_2024-12-25
V475,2024-12-25 00:00:00,2024-12-25 15:59:00,31,80,0 days 15:59:00,39,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 15:00:00,V475_2024-12-25
V476,2024-12-25 00:00:00,2024-12-26 04:12:00,51,80,1 days 04:12:00,61,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 04:00:00,V476_2024-12-25
V477,2024-12-25 00:00:00,2024-12-25 18:27:00,32,80,0 days 18:27:00,93,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 18:00:00,V477_2024-12-25
V478,2024-12-25 00:00:00,2024-12-26 20:23:00,18,80,1 days 20:23:00,74,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 20:00:00,V478_2024-12-25
V479,2024-12-25 00:00:00,2024-12-25 03:02:00,12,80,0 days 03:02:00,43,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 03:00:00,V479_2024-12-25
V480,2024-12-25 00:00:00,2024-12-25 19:27:00,41,80,0 days 19:27:00,49,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 19:00:00,V480_2024-12-25
V481,2024-12-25 00:00:00,2024-12-25 08:46:00,58,80,0 days 08:46:00,85,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 08:00:00,V481_2024-12-25
V482,2024-12-25 00:00:00,2024-12-25 19:26:00,58,80,0 days 19:26:00,42,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 19:00:00,V482_2024-12-25
V483,2024-12-25 16:04:00,2024-12-26 06:17:00,50,80,0 days 14:13:00,43,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 06:00:00,V483_2024-12-25
V484,2024-12-25 15:26:00,2024-12-26 02:53:00,43,80,0 days 11:27:00,64,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 02:00:00,V484_2024-12-25
V485,2024-12-25 21:18:00,2024-12-26 05:25:00,47,80,0 days 08:07:00,82,2,2024-12-25,2024-12-25 21:00:00,2024-12-26 05:00:00,V485_2024-12-25
V486,2024-12-25 19:33:00,2024-12-26 11:25:00,30,80,0 days 15:52:00,85,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 11:00:00,V486_2024-12-25
V487,2024-12-25 22:44:00,2024-12-26 18:00:00,13,80,0 days 19:16:00,39,2,2024-12-25,2024-12-25 22:00:00,2024-12-26 18:00:00,V487_2024-12-25
V488,2024-12-25 15:46:00,2024-12-26 04:13:00,43,80,0 days 12:27:00,52,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 04:00:00,V488_2024-12-25
V489,2024-12-25 16:26:00,2024-12-26 05:34:00,15,80,0 days 13:08:00,52,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 05:00:00,V489_2024-12-25
V490,2024-12-25 19:26:00,2024-12-26 10:13:00,54,80,0 days 14:47:00,47,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 10:00:00,V490_2024-12-25
V491,2024-12-25 19:51:00,2024-12-26 11:02:00,55,80,0 days 15:11:00,75,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 11:00:00,V491_2024-12-25
V492,2024-12-25 16:35:00,2024-12-26 02:53:00,49,80,0 days 10:18:00,98,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 02:00:00,V492_2024-12-25
V493,2024-12-25 17:09:00,2024-12-26 08:08:00,29,80,0 days 14:59:00,43,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 08:00:00,V493_2024-12-25
V494,2024-12-25 19:04:00,2024-12-26 07:41:00,49,80,0 days 12:37:00,65,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 07:00:00,V494_2024-12-25
V495,2024-12-25 16:51:00,2024-12-26 04:24:00,32,80,0 days 11:33:00,72,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 04:00:00,V495_2024-12-25
V496,2024-12-25 18:58:00,2024-12-26 08:42:00,33,80,0 days 13:44:00,65,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 08:00:00,V496_2024-12-25
V497,2024-12-25 18:00:00,2024-12-26 13:09:00,19,80,0 days 19:09:00,63,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 13:00:00,V497_2024-12-25
V498,2024-12-25 22:08:00,2024-12-26 11:22:00,12,80,0 days 13:14:00,91,2,2024-12-25,2024-12-25 22:00:00,2024-12-26 11:00:00,V498_2024-12-25
V499,2024-12-25 17:35:00,2024-12-26 11:33:00,25,80,0 days 17:58:00,59,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 11:00:00,V499_2024-12-25
V500,2024-12-25 19:37:00,2024-12-26 13:17:00,18,80,0 days 17:40:00,52,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 13:00:00,V500_2024-12-25
V501,2024-12-25 23:39:00,2024-12-26 17:09:00,19,80,0 days 17:30:00,72,2,2024-12-25,2024-12-25 23:00:00,2024-12-26 17:00:00,V501_2024-12-25
V502,2024-12-25 17:22:00,2024-12-25 22:34:00,24,80,0 days 05:12:00,84,2,2024-12-25,2024-12-25 17:00:00,2024-12-25 22:00:00,V502_2024-12-25
V503,2024-12-25 18:47:00,2024-12-26 15:50:00,12,80,0 days 21:03:00,39,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 15:00:00,V503_2024-12-25
V504,2024-12-25 16:36:00,2024-12-25 21:43:00,41,80,0 days 05:07:00,82,2,2024-12-25,2024-12-25 16:00:00,2024-12-25 21:00:00,V504_2024-12-25
V505,2024-12-25 19:02:00,2024-12-26 10:18:00,44,80,0 days 15:16:00,44,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 10:00:00,V505_2024-12-25
V506,2024-12-25 15:41:00,2024-12-26 01:40:00,20,80,0 days 09:59:00,75,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 01:00:00,V506_2024-12-25
V507,2024-12-25 14:39:00,2024-12-26 06:20:00,46,80,0 days 15:41:00,42,2,2024-12-25,2024-12-25 14:00:00,2024-12-26 06:00:00,V507_2024-12-25
V508,2024-12-25 17:12:00,2024-12-26 08:54:00,51,80,0 days 15:42:00,83,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 08:00:00,V508_2024-12-25
V509,2024-12-25 23:48:00,2024-12-26 07:42:00,41,80,0 days 07:54:00,53,2,2024-12-25,2024-12-25 23:00:00,2024-12-26 07:00:00,V509_2024-12-25
V510,2024-12-25 17:13:00,2024-12-26 05:33:00,40,80,0 days 12:20:00,70,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 05:00:00,V510_2024-12-25
V511,2024-12-25 16:12:00,2024-12-25 21:22:00,43,80,0 days 05:10:00,71,2,2024-12-25,2024-12-25 16:00:00,2024-12-25 21:00:00,V511_2024-12-25
V512,2024-12-25 15:50:00,2024-12-26 01:22:00,16,80,0 days 09:32:00,83,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 01:00:00,V512_2024-12-25
V513,2024-12-25 23:18:00,2024-12-26 13:07:00,17,80,0 days 13:49:00,86,2,2024-12-25,2024-12-25 23:00:00,2024-12-26 13:00:00,V513_2024-12-25
V514,2024-12-25 18:18:00,2024-12-26 04:51:00,38,80,0 days 10:33:00,40,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 04:00:00,V514_2024-12-25
V515,2024-12-25 00:00:00,2024-12-25 02:12:00,36,80,0 days 02:12:00,45,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 02:00:00,V515_2024-12-25
V516,2024-12-25 03:01:00,2024-12-25 14:18:00,52,80,0 days 11:17:00,60,2,2024-12-25,2024-12-25 03:00:00,2024-12-25 14:00:00,V516_2024-12-25
V517,2024-12-25 00:00:00,2024-12-25 10:58:00,43,80,0 days 10:58:00,53,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 10:00:00,V517_2024-12-25
V518,2024-12-25 00:55:00,2024-12-25 13:25:00,38,80,0 days 12:30:00,64,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 13:00:00,V518_2024-12-25
V519,2024-12-25 00:00:00,2024-12-25 10:09:00,35,80,0 days 10:09:00,61,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 10:00:00,V519_2024-12-25
V520,2024-12-25 00:00:00,2024-12-25 07:05:00,50,80,0 days 07:05:00,43,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 07:00:00,V520_2024-12-25
V521,2024-12-25 00:00:00,2024-12-25 08:21:00,58,80,0 days 08:21:00,60,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 08:00:00,V521_2024-12-25
V522,2024-12-25 00:00:00,2024-12-25 07:13:00,39,80,0 days 07:13:00,42,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 07:00:00,V522_2024-12-25
V523,2024-12-25 00:00:00,2024-12-25 05:22:00,29,80,0 days 05:22:00,86,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 05:00:00,V523_2024-12-25
V524,2024-12-25 00:00:00,2024-12-25 09:08:00,18,80,0 days 09:08:00,52,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 09:00:00,V524_2024-12-25
V525,2024-12-25 18:30:00,2024-12-26 08:29:00,59,80,0 days 13:59:00,99,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 08:00:00,V525_2024-12-25
V526,2024-12-25 13:53:00,2024-12-26 17:51:00,11,80,1 days 03:58:00,47,2,2024-12-25,2024-12-25 13:00:00,2024-12-26 17:00:00,V526_2024-12-25
V527,2024-12-25 20:19:00,2024-12-26 10:19:00,35,80,0 days 14:00:00,91,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 10:00:00,V527_2024-12-25
V528,2024-12-25 16:10:00,2024-12-26 06:07:00,60,80,0 days 13:57:00,73,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 06:00:00,V528_2024-12-25
V529,2024-12-25 22:25:00,2024-12-26 12:24:00,53,80,0 days 13:59:00,81,2,2024-12-25,2024-12-25 22:00:00,2024-12-26 12:00:00,V529_2024-12-25
V530,2024-12-25 15:45:00,2024-12-26 19:45:00,35,80,1 days 04:00:00,62,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 19:00:00,V530_2024-12-25
V531,2024-12-25 18:19:00,2024-12-26 08:19:00,26,80,0 days 14:00:00,55,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 08:00:00,V531_2024-12-25
V532,2024-12-25 18:38:00,2024-12-26 08:37:00,17,80,0 days 13:59:00,98,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 08:00:00,V532_2024-12-25
V533,2024-12-25 17:18:00,2024-12-26 21:17:00,35,80,1 days 03:59:00,47,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 21:00:00,V533_2024-12-25
V534,2024-12-25 22:59:00,2024-12-26 12:58:00,27,80,0 days 13:59:00,60,2,2024-12-25,2024-12-25 22:00:00,2024-12-26 12:00:00,V534_2024-12-25
V535,2024-12-25 19:06:00,2024-12-26 09:05:00,35,80,0 days 13:59:00,63,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 09:00:00,V535_2024-12-25
V536,2024-12-25 12:45:00,2024-12-26 16:45:00,47,80,1 days 04:00:00,64,2,2024-12-25,2024-12-25 12:00:00,2024-12-26 16:00:00,V536_2024-12-25
V537,2024-12-25 15:54:00,2024-12-26 05:54:00,47,80,0 days 14:00:00,56,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 05:00:00,V537_2024-12-25
V538,2024-12-25 22:12:00,2024-12-27 02:11:00,59,80,1 days 03:59:00,95,2,2024-12-25,2024-12-25 22:00:00,2024-12-27 02:00:00,V538_2024-12-25
V539,2024-12-25 22:54:00,2024-12-27 02:53:00,16,80,1 days 03:59:00,76,2,2024-12-25,2024-12-25 22:00:00,2024-12-27 02:00:00,V539_2024-12-25
V540,2024-12-25 22:47:00,2024-12-27 02:45:00,15,80,1 days 03:58:00,66,2,2024-12-25,2024-12-25 22:00:00,2024-12-27 02:00:00,V540_2024-12-25
V541,2024-12-25 22:38:00,2024-12-26 12:39:00,30,80,0 days 14:01:00,59,2,2024-12-25,2024-12-25 22:00:00,2024-12-26 12:00:00,V541_2024-12-25
V542,2024-12-25 18:44:00,2024-12-26 08:47:00,55,80,0 days 14:03:00,52,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 08:00:00,V542_2024-12-25
V543,2024-12-25 14:16:00,2024-12-26 18:17:00,16,80,1 days 04:01:00,78,2,2024-12-25,2024-12-25 14:00:00,2024-12-26 18:00:00,V543_2024-12-25
V544,2024-12-25 13:29:00,2024-12-26 17:29:00,40,80,1 days 04:00:00,96,2,2024-12-25,2024-12-25 13:00:00,2024-12-26 17:00:00,V544_2024-12-25
V545,2024-12-25 18:14:00,2024-12-26 08:15:00,19,80,0 days 14:01:00,74,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 08:00:00,V545_2024-12-25
V546,2024-12-25 15:36:00,2024-12-26 19:36:00,37,80,1 days 04:00:00,79,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 19:00:00,V546_2024-12-25
V547,2024-12-25 16:27:00,2024-12-26 06:27:00,47,80,0 days 14:00:00,45,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 06:00:00,V547_2024-12-25
V548,2024-12-25 14:14:00,2024-12-26 04:13:00,14,80,0 days 13:59:00,87,2,2024-12-25,2024-12-25 14:00:00,2024-12-26 04:00:00,V548_2024-12-25
V549,2024-12-25 16:26:00,2024-12-26 20:26:00,41,80,1 days 04:00:00,40,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 20:00:00,V549_2024-12-25
V550,2024-12-25 19:11:00,2024-12-26 23:11:00,53,80,1 days 04:00:00,85,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 23:00:00,V550_2024-12-25
V551,2024-12-25 20:40:00,2024-12-26 10:40:00,37,80,0 days 14:00:00,70,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 10:00:00,V551_2024-12-25
V552,2024-12-25 15:06:00,2024-12-26 05:05:00,10,80,0 days 13:59:00,79,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 05:00:00,V552_2024-12-25
V553,2024-12-25 20:02:00,2024-12-26 10:00:00,37,80,0 days 13:58:00,57,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 10:00:00,V553_2024-12-25
V554,2024-12-25 15:50:00,2024-12-26 05:50:00,27,80,0 days 14:00:00,73,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 05:00:00,V554_2024-12-25
